review_date,ticker,action,conviction,conviction_bucket,rationale
2025-10-09,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-10-09,INTC,hold,0.0,low,"Hold — conviction 58, thesis strengthening"
2025-10-09,CRM,hold,0.0,low,"Hold — conviction 60, thesis strengthening"
2025-10-09,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-09,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-10-09,MSFT,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-09,TSLA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-09,NOW,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-09,AMD,hold,0.0,low,"Hold — conviction 62, thesis strengthening"
2025-10-09,QCOM,hold,0.0,low,"Hold — conviction 61, thesis strengthening"
2025-10-16,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-10-16,INTC,hold,0.0,low,"Hold — conviction 58, thesis strengthening"
2025-10-16,CRM,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-10-16,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-16,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-10-16,MSFT,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-16,TSLA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-16,NOW,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-16,AMD,hold,0.0,low,"Hold — conviction 62, thesis strengthening"
2025-10-16,QCOM,hold,0.0,low,"Hold — conviction 61, thesis strengthening"
2025-10-23,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-10-23,INTC,hold,0.0,low,"Hold — conviction 58, thesis strengthening"
2025-10-23,CRM,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-10-23,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-23,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-10-23,MSFT,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-23,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-10-23,NOW,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-23,AMD,hold,0.0,low,"Hold — conviction 62, thesis strengthening"
2025-10-23,QCOM,hold,0.0,low,"Hold — conviction 61, thesis strengthening"
2025-10-30,META,initiate,60.6,medium,"All entry gates passed — conviction 61, thesis strengthening"
2025-10-30,AAPL,initiate,53.1,medium,"All entry gates passed — conviction 53, thesis forming"
2025-10-30,AMZN,initiate,50.0,medium,"All entry gates passed — conviction 50, thesis forming"
2025-10-30,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-10-30,INTC,hold,0.0,low,"Hold — conviction 58, thesis strengthening"
2025-10-30,CRM,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-10-30,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-10-30,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-10-30,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-10-30,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-10-30,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-10-30,AMD,hold,0.0,low,"Hold — conviction 71, thesis strengthening"
2025-10-30,QCOM,hold,0.0,low,"Hold — conviction 61, thesis strengthening"
2025-11-06,PLTR,initiate,65.0,high,"All entry gates passed — conviction 65, thesis strengthening"
2025-11-06,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-11-06,INTC,hold,0.0,low,"Hold — conviction 71, thesis strengthening"
2025-11-06,CRM,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-11-06,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-06,AAPL,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-06,AMZN,hold,0.0,low,"Hold — conviction 43, thesis weakening"
2025-11-06,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-06,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-11-06,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-06,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-06,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-11-06,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-11-06,QCOM,hold,0.0,low,"Hold — conviction 63, thesis strengthening"
2025-11-13,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-11-13,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-13,CRM,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-11-13,NVDA,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-13,AAPL,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-13,AMZN,hold,0.0,low,"Hold — conviction 43, thesis weakening"
2025-11-13,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-13,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-11-13,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-11-13,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-13,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-13,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-11-13,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-11-13,QCOM,hold,0.0,low,"Hold — conviction 63, thesis strengthening"
2025-11-20,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-11-20,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-20,CRM,hold,0.0,low,"Hold — conviction 68, thesis strengthening"
2025-11-20,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-11-20,AAPL,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-20,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-11-20,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-20,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-11-20,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-11-20,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-20,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-20,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-11-20,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-11-20,QCOM,hold,0.0,low,"Hold — conviction 63, thesis strengthening"
2025-11-27,CRWD,hold,0.0,low,"Hold — conviction 54, thesis strengthening"
2025-11-27,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-27,CRM,hold,0.0,low,"Hold — conviction 68, thesis strengthening"
2025-11-27,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-11-27,AAPL,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-11-27,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-11-27,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-11-27,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-11-27,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-11-27,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-27,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-11-27,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-11-27,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-11-27,QCOM,hold,0.0,low,"Hold — conviction 63, thesis strengthening"
2025-12-04,CRWD,hold,0.0,low,"Hold — conviction 55, thesis strengthening"
2025-12-04,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-04,CRM,hold,0.0,low,"Hold — conviction 72, thesis strengthening"
2025-12-04,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-04,AAPL,hold,0.0,low,"Hold — conviction 50, thesis forming"
2025-12-04,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-12-04,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-04,MSFT,hold,0.0,low,"Hold — conviction 56, thesis strengthening"
2025-12-04,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-04,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-04,NOW,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-04,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-12-04,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-12-04,QCOM,hold,0.0,low,"Hold — conviction 63, thesis strengthening"
2025-12-11,CRWD,hold,0.0,low,"Hold — conviction 55, thesis strengthening"
2025-12-11,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-11,CRM,hold,0.0,low,"Hold — conviction 72, thesis strengthening"
2025-12-11,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-11,AAPL,hold,0.0,low,"Hold — conviction 53, thesis weakening"
2025-12-11,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-12-11,AVGO,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-11,MSFT,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-11,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-11,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-11,NOW,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-11,AMD,hold,0.0,low,"Hold — conviction 76, thesis strengthening"
2025-12-11,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-12-11,QCOM,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-18,CRWD,hold,0.0,low,"Hold — conviction 55, thesis strengthening"
2025-12-18,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-18,CRM,hold,0.0,low,"Hold — conviction 72, thesis strengthening"
2025-12-18,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-18,AAPL,hold,0.0,low,"Hold — conviction 53, thesis weakening"
2025-12-18,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-12-18,AVGO,hold,0.0,low,"Hold — conviction 75, thesis strengthening"
2025-12-18,MSFT,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-18,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-18,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-18,NOW,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-18,AMD,hold,0.0,low,"Hold — conviction 83, thesis strengthening"
2025-12-18,META,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2025-12-18,QCOM,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-25,CRWD,hold,0.0,low,"Hold — conviction 55, thesis strengthening"
2025-12-25,INTC,hold,0.0,low,"Hold — conviction 73, thesis strengthening"
2025-12-25,CRM,hold,0.0,low,"Hold — conviction 72, thesis strengthening"
2025-12-25,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2025-12-25,AAPL,hold,0.0,low,"Hold — conviction 53, thesis weakening"
2025-12-25,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2025-12-25,AVGO,hold,0.0,low,"Hold — conviction 75, thesis strengthening"
2025-12-25,MSFT,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-25,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2025-12-25,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2025-12-25,NOW,hold,0.0,low,"Hold — conviction 68, thesis strengthening"
2025-12-25,AMD,hold,0.0,low,"Hold — conviction 83, thesis strengthening"
2025-12-25,META,hold,0.0,low,"Hold — conviction 65, thesis weakening"
2025-12-25,QCOM,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2026-01-01,CRWD,hold,0.0,low,"Hold — conviction 69, thesis strengthening"
2026-01-01,INTC,hold,0.0,low,"Hold — conviction 74, thesis strengthening"
2026-01-01,CRM,hold,0.0,low,"Hold — conviction 72, thesis strengthening"
2026-01-01,NVDA,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
2026-01-01,AAPL,hold,0.0,low,"Hold — conviction 53, thesis weakening"
2026-01-01,AMZN,hold,0.0,low,"Hold — conviction 50, thesis stable"
2026-01-01,AVGO,hold,0.0,low,"Hold — conviction 75, thesis strengthening"
2026-01-01,MSFT,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2026-01-01,PLTR,hold,0.0,low,"Hold — conviction 65, thesis strengthening"
2026-01-01,TSLA,hold,0.0,low,"Hold — conviction 64, thesis strengthening"
2026-01-01,NOW,hold,0.0,low,"Hold — conviction 68, thesis strengthening"
2026-01-01,AMD,hold,0.0,low,"Hold — conviction 83, thesis strengthening"
2026-01-01,META,hold,0.0,low,"Hold — conviction 65, thesis weakening"
2026-01-01,QCOM,hold,0.0,low,"Hold — conviction 66, thesis strengthening"
