review_date,ticker,event_type,prior_weight,new_weight,delta_weight,conviction_before,conviction_after,rationale_summary,forward_5d_pct,forward_20d_pct,forward_60d_pct
2024-09-11,TSLA,add,3.77,5.35,1.59,61.1,61.1,Winner with strong conviction and attractive valuation — add,-0.59,13.1,40.81
2024-09-18,QCOM,add,4.9,6.38,1.48,60.6,60.6,Winner with strong conviction and attractive valuation — add,-1.39,-1.16,-4.63
2024-09-18,MSFT,add,5.54,7.58,2.05,70.8,70.8,Winner with strong conviction and attractive valuation — add,0.63,-3.74,-3.67
2024-09-18,TSLA,add,5.35,6.7,1.34,61.1,61.1,Winner with strong conviction and attractive valuation — add,10.04,7.61,41.16
2024-09-25,NVDA,add,3.42,5.1,1.68,68.0,68.0,Winner with strong conviction and attractive valuation — add,-1.68,6.55,14.93
2024-09-25,MSFT,add,7.58,9.36,1.77,70.8,70.8,Winner with strong conviction and attractive valuation — add,-0.42,-3.09,-3.3
2024-10-02,NVDA,add,5.1,6.42,1.32,68.0,68.0,Winner with strong conviction and attractive valuation — add,7.46,20.82,16.32
2024-10-09,QCOM,add,6.23,7.64,1.41,60.6,61.1,Winner with strong conviction and attractive valuation — add,4.59,3.4,-5.8
2024-10-16,QCOM,add,7.64,9.25,1.61,61.1,61.1,Winner with strong conviction and attractive valuation — add,-1.44,-3.25,-7.07
2024-11-13,TSLA,add,7.74,10.06,2.32,66.5,66.5,Winner with strong conviction and attractive valuation — add,2.57,6.41,
2024-11-20,PLTR,add,4.67,6.37,1.69,68.0,65.3,Winner with strong conviction and attractive valuation — add,4.07,14.12,
2024-11-20,AMZN,add,2.13,3.58,1.45,67.5,67.5,Winner with strong conviction and attractive valuation — add,-0.7,10.92,
2024-11-27,TSLA,add,10.56,10.06,-0.5,66.5,66.5,Winner with strong conviction and attractive valuation — add,7.27,44.15,
2024-12-11,PLTR,add,6.88,8.41,1.52,68.0,68.0,Winner with strong conviction and attractive valuation — add,4.47,4.3,
2024-12-18,AMZN,add,3.79,5.39,1.6,67.5,67.5,Winner with strong conviction and attractive valuation — add,2.06,,
2024-12-18,TSLA,add,11.94,10.5,-1.44,66.5,66.5,Winner with strong conviction and attractive valuation — add,-2.17,,
2024-12-18,PLTR,add,8.41,10.2,1.79,68.0,68.0,Winner with strong conviction and attractive valuation — add,12.84,,
2024-12-25,NVDA,add,6.37,8.59,2.22,71.8,71.8,Winner with strong conviction and attractive valuation — add,-1.95,,
2025-01-01,AVGO,add,12.59,12.8,0.21,76.9,80.1,Winner with strong conviction and attractive valuation — add,,,
2025-01-01,PLTR,add,11.17,10.77,-0.4,68.0,68.0,Winner with strong conviction and attractive valuation — add,,,
