trade_date,ticker,action,shares,price,notional,reason
2024-08-15,AMZN,initiate,113.7951,177.59,20208.88,"All entry gates passed — conviction 50, thesis forming"
2024-08-22,CRWD,exit,-128.0239,267.64,34264.32,Trailing stop EXIT: -30.3% from 90-day peak (threshold -30%)
2024-08-22,TSLA,initiate,105.8983,210.66,22308.55,"All entry gates passed — conviction 61, thesis stable"
2024-08-22,SPY,trim,-6.1352,546.24,3351.29,Sell core to fund satellite position
2024-08-22,MSFT,add,37.0303,410.75,15210.04,Winner with strong conviction and attractive valuation — add
2024-08-22,SPY,trim,-27.8782,546.24,15228.32,Sell core to fund satellite position
2024-08-22,QCOM,add,93.5694,162.55,15209.76,Winner with strong conviction and attractive valuation — add
2024-08-22,SPY,trim,-37.1803,546.24,20309.51,Sell core to fund satellite position
2024-08-22,AVGO,add,126.7995,159.93,20279.07,Winner with strong conviction and attractive valuation — add
2024-08-29,SPY,trim,-49.8936,548.34,27358.46,Sell core to fund satellite position
2024-08-29,PLTR,initiate,881.2215,31.0,27317.87,"All entry gates passed — conviction 65, thesis strengthening"
2024-08-29,SPY,trim,-27.7757,548.34,15230.45,Sell core to fund satellite position
2024-08-29,NVDA,add,129.1189,117.53,15175.77,Winner with strong conviction and attractive valuation — add
2024-08-29,SPY,trim,-27.7307,548.34,15205.72,Sell core to fund satellite position
2024-08-29,QCOM,add,93.0877,163.02,15175.32,Winner with strong conviction and attractive valuation — add
2024-08-29,SPY,trim,-36.9546,548.34,20263.53,Sell core to fund satellite position
2024-08-29,AVGO,add,130.8738,154.6,20233.15,Winner with strong conviction and attractive valuation — add
2024-09-05,SPY,trim,-51.6821,539.75,27895.55,Sell core to fund satellite position
2024-09-05,META,initiate,54.158,514.33,27855.06,"All entry gates passed — conviction 66, thesis strengthening"
2024-09-05,SPY,trim,-36.9634,539.75,19951.1,Sell core to fund satellite position
2024-09-05,CRM,initiate,81.5844,243.86,19895.35,"All entry gates passed — conviction 56, thesis strengthening (claim impact: +4.4%)"
2024-09-05,SPY,trim,-27.7178,539.75,14960.76,Sell core to fund satellite position
2024-09-05,TSLA,add,64.8256,230.17,14920.92,Winner with strong conviction and attractive valuation — add
2024-09-12,SPY,trim,-37.3717,549.06,20519.43,Sell core to fund satellite position
2024-09-12,MSFT,add,48.5462,422.06,20489.55,Winner with strong conviction and attractive valuation — add
2024-09-12,SPY,trim,-28.0615,549.06,15407.55,Sell core to fund satellite position
2024-09-12,TSLA,add,66.8663,229.81,15366.54,Winner with strong conviction and attractive valuation — add
2024-09-19,SPY,trim,-28.2076,560.74,15817.1,Sell core to fund satellite position
2024-09-19,QCOM,add,93.8839,168.15,15786.32,Winner with strong conviction and attractive valuation — add
2024-09-19,SPY,trim,-37.5921,560.74,21079.4,Sell core to fund satellite position
2024-09-19,MSFT,add,48.54,433.62,21047.8,Winner with strong conviction and attractive valuation — add
2024-09-19,SPY,trim,-28.2258,560.74,15827.34,Sell core to fund satellite position
2024-09-19,TSLA,add,64.7147,243.92,15785.22,Winner with strong conviction and attractive valuation — add
2024-09-26,SPY,trim,-28.4463,563.76,16036.88,Sell core to fund satellite position
2024-09-26,NVDA,add,129.0843,123.99,16005.27,Winner with strong conviction and attractive valuation — add
2024-09-26,SPY,trim,-37.9093,563.76,21371.76,Sell core to fund satellite position
2024-09-26,MSFT,add,50.0552,426.32,21339.71,Winner with strong conviction and attractive valuation — add
2024-10-03,SPY,trim,-28.2849,559.35,15821.09,Sell core to fund satellite position
2024-10-03,NVDA,add,128.487,122.8,15778.38,Winner with strong conviction and attractive valuation — add
2024-10-10,SPY,trim,-28.5614,567.53,16209.51,Sell core to fund satellite position
2024-10-10,QCOM,add,99.2958,162.93,16177.91,Winner with strong conviction and attractive valuation — add
2024-10-17,SPY,trim,-28.2198,573.66,16188.58,Sell core to fund satellite position
2024-10-17,QCOM,add,97.6672,165.42,16156.19,Winner with strong conviction and attractive valuation — add
2024-11-14,SPY,trim,-24.8068,584.5,14499.47,Sell core to fund satellite position
2024-11-14,TSLA,add,46.4912,311.18,14467.12,Winner with strong conviction and attractive valuation — add
2024-11-21,SPY,trim,-29.0372,584.81,16981.3,Sell core to fund satellite position
2024-11-21,PLTR,add,276.2766,61.36,16952.33,Winner with strong conviction and attractive valuation — add
2024-11-21,SPY,trim,-29.0449,584.81,16985.76,Sell core to fund satellite position
2024-11-21,AMZN,add,85.4513,198.38,16951.82,Winner with strong conviction and attractive valuation — add
2024-11-29,SPY,trim,-4.9582,593.56,2942.96,Sell core to fund satellite position
2024-11-29,TSLA,add,-8.428,345.16,2909.02,Winner with strong conviction and attractive valuation — add
2024-12-12,SPY,trim,-30.3316,595.31,18056.78,Sell core to fund satellite position
2024-12-12,PLTR,add,246.5974,73.2,18050.93,Winner with strong conviction and attractive valuation — add
2024-12-19,SPY,trim,-31.3731,577.35,18113.41,Sell core to fund satellite position
2024-12-19,AMZN,add,80.9588,223.29,18077.3,Winner with strong conviction and attractive valuation — add
2024-12-19,SPY,trim,-50.5227,577.35,29169.49,Sell core to fund satellite position
2024-12-19,TSLA,add,-66.7935,436.17,29133.3,Winner with strong conviction and attractive valuation — add
2024-12-19,SPY,trim,-29.8953,577.35,17260.18,Sell core to fund satellite position
2024-12-19,PLTR,add,231.8,74.21,17201.88,Winner with strong conviction and attractive valuation — add
2024-12-26,SPY,trim,-40.6328,594.36,24150.54,Sell core to fund satellite position
2024-12-26,NVDA,add,172.4003,139.88,24116.08,Winner with strong conviction and attractive valuation — add
