trade_date,ticker,action,shares,price,notional,reason
2024-10-24,INTC,initiate,956.9259,22.34,21377.72,"All entry gates passed — conviction 50, thesis stable"
2024-11-14,SPY,trim,-16.8436,584.5,9845.04,Sell core to fund satellite position
2024-11-14,TSLA,add,31.5322,311.18,9812.2,Winner with strong conviction and attractive valuation — add
2024-11-21,SPY,trim,-19.3419,584.81,11311.36,Sell core to fund satellite position
2024-11-21,INTC,add,462.0175,24.44,11291.71,Winner with strong conviction and attractive valuation — add
2024-11-21,SPY,trim,-19.3466,584.81,11314.08,Sell core to fund satellite position
2024-11-21,AMZN,add,56.9184,198.38,11291.48,Winner with strong conviction and attractive valuation — add
2024-11-21,SPY,trim,-19.3462,584.81,11313.86,Sell core to fund satellite position
2024-11-21,PLTR,add,184.0165,61.36,11291.26,Winner with strong conviction and attractive valuation — add
2024-11-29,SPY,trim,-19.3536,593.56,11487.48,Sell core to fund satellite position
2024-11-29,CRWD,add,33.1383,345.97,11464.87,Winner with strong conviction and attractive valuation — add
2024-11-29,SPY,trim,-3.3449,593.56,1985.37,Sell core to fund satellite position
2024-11-29,TSLA,add,-5.6855,345.16,1962.42,Winner with strong conviction and attractive valuation — add
2024-12-05,SPY,trim,-19.7259,597.61,11788.34,Sell core to fund satellite position
2024-12-05,AVGO,add,69.9404,168.49,11784.39,Winner with strong conviction and attractive valuation — add
2024-12-12,SPY,trim,-20.1371,595.31,11987.86,Sell core to fund satellite position
2024-12-12,PLTR,add,163.4466,73.2,11964.29,Winner with strong conviction and attractive valuation — add
2024-12-19,INTC,exit,-1418.9434,19.06,27045.06,Trailing stop EXIT: -26.4% from 90-day peak (threshold -25%)
2024-12-19,AMD,trim,-197.6968,118.88,23502.19,Stop-loss TRIM: position -22.0% below cost basis (threshold -20%)
2024-12-19,TSLA,add,-74.7285,436.17,32594.32,Winner with strong conviction and attractive valuation — add
2024-12-19,AMZN,add,49.7051,223.29,11098.65,Winner with strong conviction and attractive valuation — add
2024-12-19,SPY,trim,-7.5559,577.35,4362.44,Sell core to fund satellite position
2024-12-19,PLTR,add,149.5558,74.21,11098.54,Winner with strong conviction and attractive valuation — add
2024-12-19,SPY,trim,-19.2496,577.35,11113.84,Sell core to fund satellite position
2024-12-19,AVGO,add,51.4322,215.79,11098.38,Winner with strong conviction and attractive valuation — add
2024-12-26,AMD,exit,-264.2953,125.06,33052.78,Trailing stop EXIT: -26.9% from 90-day peak (threshold -25%)
2024-12-26,NVDA,add,82.8796,139.88,11593.55,Winner with strong conviction and attractive valuation — add
2024-12-26,CRWD,add,31.7559,365.08,11593.44,Winner with strong conviction and attractive valuation — add
2024-12-26,SPY,trim,-22.5441,594.36,13399.3,Sell core to fund satellite position
2024-12-26,INTC,initiate,1134.3758,20.44,23186.64,"All entry gates passed — conviction 50, thesis stable"
